analyte,seq_id,uniprot,entrez_gene_symbol,target_full_name,accession
X21676.17,21676-17,P05120,SERPINB2,PAI-2,GCST90424141
X21679.16,21679-16,Q9HBT6,CDH20,Cadherin-20,GCST90424142
X21681.10,21681-10,Q9UKQ2,ADAM28,ADAM 28,GCST90424143
X21685.29,21685-29,P43146,DCC,DCC,GCST90424144
X21687.3,21687-3,Q5R3F8,ELFN2,Protein phosphatase 1 regulatory subunit 29,GCST90424145
X21688.50,21688-50,P13612|P05556,ITGA4|ITGB1,Very Late Antigen-4,GCST90424146
X21690.31,21690-31,Q9HBW1,LRRC4,Leucine-rich repeat-containing protein 4,GCST90424147
X21691.27,21691-27,Q9BTN0,LRFN3,Leucine-rich repeat and fibronectin type-III domain-containing protein 3,GCST90424148
X21692.12,21692-12,P01732|P10966,CD8A|CD8B,CD8A/CD8B Complex,GCST90424149
X21696.80,21696-80,Q6PJG9,LRFN4,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,GCST90424150
X21697.57,21697-57,Q8IZF7,ADGRF2,Adhesion G-protein coupled receptor F2,GCST90424151
X21698.11,21698-11,Q9UKX5|P05556,ITGA11|ITGB1,Integrin a11b1,GCST90424152
X21705.33,21705-33,Q641Q3,METRNL,Meteorin-like protein,GCST90424153
X21706.29,21706-29,O75019,LILRA1,Leukocyte immunoglobulin-like receptor subfamily A member 1,GCST90424154
X21707.15,21707-15,Q5VWW1,C1QL3,Complement C1q-like protein 3,GCST90424155
X21708.149,21708-149,P55899,FCGRT,IgG receptor FcRn large subunit p51,GCST90424156
X21710.16,21710-16,Q8NFZ3,NLGN4Y,"Neuroligin-4, Y-linked",GCST90424157
X21711.86,21711-86,O14514,ADGRB1,Brain-specific angiogenesis inhibitor 1,GCST90424158
X21713.11,21713-11,P78509,RELN,Reelin,GCST90424159
X21715.40,21715-40,Q9P0U3,SENP1,Sentrin-specific protease 1,GCST90424160
X21716.29,21716-29,Q11130,FUT7,"Alpha-(1,3)-fucosyltransferase",GCST90424161
X21717.44,21717-44,Q8WVN8,UBE2Q2,Ubiquitin-conjugating enzyme E2 Q2,GCST90424162
X21718.150,21718-150,Q2M3T9,HYAL4,Hyaluronidase-4,GCST90424163
X21720.13,21720-13,Q495W5,FUT11,"Alpha-(1,3)-fucosyltransferase 11",GCST90424164
X21721.6,21721-6,O43529,CHST10,Carbohydrate sulfotransferase 10,GCST90424165
X21722.21,21722-21,Q8N4A0,GALNT4,Polypeptide N-acetylgalactosaminyltransferase 4,GCST90424166
X21724.22,21724-22,P34059,GALNS,N-acetylgalactosamine-6-sulfatase,GCST90424167
X21726.73,21726-73,Q9H4F1,ST6GALNAC4,"Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase",GCST90424168
X21727.15,21727-15,Q7Z7E8,UBE2Q1,Ubiquitin-conjugating enzyme E2 Q1,GCST90424169
X21728.4,21728-4,O75604,USP2,Ubiquitin carboxyl-terminal hydrolase 2,GCST90424170
X21730.56,21730-56,O94966,USP19,Ubiquitin carboxyl-terminal hydrolase 19,GCST90424171
X21732.78,21732-78,Q7Z7E8,UBE2Q1,Ubiquitin-conjugating enzyme E2 Q1,GCST90424172
X21733.11,21733-11,O15294,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,GCST90424173
X21734.36,21734-36,Q9NS00|Q96EU7,C1GALT1|C1GALT1C1,C1GLT/C1GLC Complex,GCST90424174
X21736.60,21736-60,Q7LGA3,HS2ST1,Heparan sulfate 2-O-sulfotransferase 1,GCST90424175
X21737.20,21737-20,Q96JF0,ST6GAL2,"Beta-galactoside alpha-2,6-sialyltransferase 2",GCST90424176
X21739.7,21739-7,Q9Y223,GNE,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,GCST90424177
X21740.26,21740-26,O94782,USP1,Ubiquitin carboxyl-terminal hydrolase 1,GCST90424178
X21742.43,21742-43,Q6GQQ9,OTUD7B,OTU domain-containing protein 7B,GCST90424179
X21743.1,21743-1,Q8TAF3,WDR48,WD repeat-containing protein 48,GCST90424180
X21746.13,21746-13,Q14694,USP10,Ubiquitin carboxyl-terminal hydrolase 10,GCST90424181
X21747.114,21747-114,P61088|Q13404,UBE2N|UBE2V1,UBE2N (Ubc13)/Uev1a Complex,GCST90424182
X21747.8,21747-8,P61088|Q13404,UBE2N|UBE2V1,UBE2N (Ubc13)/Uev1a Complex,GCST90424183
X21748.36,21748-36,P62068|Q8TAF3,USP46|WDR48,UBP46/WDR48 Complex,GCST90424184
X21750.25,21750-25,Q92560,BAP1,Ubiquitin carboxyl-terminal hydrolase BAP1,GCST90424185
X21752.10,21752-10,Q8IXI2,RHOT1,Mitochondrial Rho GTPase 1,GCST90424186
X21754.5,21754-5,Q9UGI0,ZRANB1,Ubiquitin thioesterase ZRANB1,GCST90424187
X21755.27,21755-27,O75317,USP12,Ubiquitin carboxyl-terminal hydrolase 12,GCST90424188
X21756.5,21756-5,P61088|Q15819,UBE2N|UBE2V2,UBE2N/UBE2V2 Complex,GCST90424189
X21757.49,21757-49,Q9UPT9,USP22,Ubiquitin carboxyl-terminal hydrolase 22,GCST90424190
X21758.65,21758-65,Q9HC62,SENP2,Sentrin-specific protease 2,GCST90424191
X21759.23,21759-23,O94782|Q8TAF3,USP1|WDR48,UBP1/WDR48 Complex,GCST90424192
X21760.22,21760-22,P22314,UBA1,Ubiquitin-activating enzyme E1,GCST90424193
X21761.213,21761-213,P62068,USP46,Ubiquitin carboxyl-terminal hydrolase 46,GCST90424194
X21762.32,21762-32,P51784,USP11,Ubiquitin carboxyl-terminal hydrolase 11,GCST90424195
X21763.46,21763-46,Q13107,USP4,Ubiquitin carboxyl-terminal hydrolase 4,GCST90424196
X21764.99,21764-99,Q70CQ3,USP30,Ubiquitin carboxyl-terminal hydrolase 30,GCST90424197
X21765.10,21765-10,Q9NQC7,CYLD,Ubiquitin carboxyl-terminal hydrolase CYLD,GCST90424198
X21766.50,21766-50,P51688,SGSH,N-sulphoglucosamine sulphohydrolase,GCST90424199
X21767.129,21767-129,Q96FL9,GALNT14,Polypeptide N-acetylgalactosaminyltransferase 14,GCST90424200
X21768.9,21768-9,Q09328,MGAT5,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",GCST90424201
X21769.10,21769-10,O75191,XYLB,Xylulose kinase,GCST90424202
X21770.18,21770-18,Q9P2W7,B3GAT1,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1,GCST90424203
X21771.47,21771-47,Q09327,MGAT3,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",GCST90424204
X21780.15,21780-15,Q8TB40,ABHD4,Protein ABHD4,GCST90424205
X21781.9,21781-9,Q96HD9,ACY3,Aspartoacylase-2,GCST90424206
X21786.25,21786-25,Q92772,CDKL2,Cyclin-dependent kinase-like 2,GCST90424207
X21793.4,21793-4,O95684,CEP43,FGFR1 oncogene partner,GCST90424208
X21796.43,21796-43,P22352,GPX3,Glutathione peroxidase 3,GCST90424209
X21797.4,21797-4,P10321,HLA-C,HLA-C,GCST90424210
X21799.15,21799-15,Q9NSC5,HOMER3,Homer protein homolog 3,GCST90424211
X21810.50,21810-50,Q16655,MLANA,MART-1,GCST90424212
X21811.20,21811-20,Q9NP64,ZCCHC17,Nucleolar protein of 40 kDa,GCST90424213
X21813.171,21813-171,Q09328,MGAT5,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",GCST90424214
X21814.13,21814-13,Q9H3L0,MMADHC,"Methylmalonic aciduria and homocystinuria type D protein, mitochondrial",GCST90424215
X21815.7,21815-7,Q86TA1,MOB3B,MOB kinase activator 3B,GCST90424216
X21817.5,21817-5,P24844,MYL9,"Myosin, light chain 9, regulatory",GCST90424217
X21819.9,21819-9,P18615,NELFE,Negative elongation factor E,GCST90424218
X2182.54,2182-54,P0C0L4|P0C0L5,C4A|C4B,Complement C4b,GCST90424219
X21821.9,21821-9,F5H284,F5H284,Peptidyl-prolyl cis-trans isomerase A-like 4D,GCST90424220
X21823.5,21823-5,O15355,PPM1G,Protein phosphatase 1G,GCST90424221
X21827.7,21827-7,P17081,RHOQ,Rho-related GTP-binding protein RhoQ,GCST90424222
X21829.8,21829-8,P25398,RPS12,40S ribosomal protein S12,GCST90424223
X21832.31,21832-31,P29508,SERPINB3,Squamous cell carcinoma antigen 1,GCST90424224
X21833.6,21833-6,Q8N6T7,SIRT6,silent mating type information regulation 2 homolog,GCST90424225
X21834.8,21834-8,Q96H20,SNF8,Vacuolar-sorting protein SNF8,GCST90424226
X21836.9,21836-9,P30872,SSTR1,Somatostatin receptor type 1,GCST90424227
X21837.3,21837-3,P43308,SSR2,Translocon-associated protein subunit beta,GCST90424228
X21839.3,21839-3,Q16633,POU2AF1,POU domain class 2-associating factor 1,GCST90424229
X21849.2,21849-2,Q9H347,UBQLN3,Ubiquilin-3,GCST90424230
X21853.3,21853-3,Q8NC01,CLEC1A,CLEC-1,GCST90424231
X21856.59,21856-59,P50053,KHK,Ketohexokinase,GCST90424232
X21857.26,21857-26,P63244,RACK1,Guanine nucleotide-binding protein subunit beta-2-like 1,GCST90424233
X21858.25,21858-25,Q8IUQ4,SIAH1,E3 ubiquitin-protein ligase SIAH1,GCST90424234
X21861.8,21861-8,P40306,PSMB10,Proteasome subunit beta type-10,GCST90424235
X21862.145,21862-145,Q14847,LASP1,LIM and SH3 domain protein 1,GCST90424236
X21863.11,21863-11,Q9Y5Y2,NUBP2,Cytosolic Fe-S cluster assembly factor NUBP2,GCST90424237
X21875.31,21875-31,Q9H8U3,ZFAND3,AN1-type zinc finger protein 3,GCST90424238
X21876.266,21876-266,Q9NRD5,PICK1,PRKCA-binding protein,GCST90424239
X21883.17,21883-17,P22003,BMP5,Bone morphogenetic protein 5,GCST90424240
X21885.196,21885-196,P31483,TIA1,Nucleolysin TIA-1 isoform p40,GCST90424241
X21887.2,21887-2,Q8IUK8,CBLN2,Cerebellin-2,GCST90424242
X21889.2,21889-2,O75223,GGCT,Uncharacterized protein C7orf24,GCST90424243
X21891.31,21891-31,Q53RD9,FBLN7,Fibulin-7,GCST90424244
X21895.36,21895-36,K9M1U5,K9M1U5,Interferon lambda-4,GCST90424245
X21897.4,21897-4,Q16552|Q96PD4,IL17A|IL17F,IL-17/IL-17F,GCST90424246
X21899.36,21899-36,P05111|P08476,INHA|INHBA,inhibin A,GCST90424247
X2190.55,2190-55,P03951,F11,Coagulation Factor XI,GCST90424248
X21901.14,21901-14,P26006|P05556,ITGA3|ITGB1,Integrin a3b1,GCST90424249
X21903.6,21903-6,P20701|P05107,ITGAL|ITGB2,Integrin alpha L beta 2,GCST90424250
X21905.10,21905-10,P17301|P05556,ITGA2|ITGB1,Integrin alpha-2/b1,GCST90424251
X21909.10,21909-10,P08648|P05556,ITGA5|ITGB1,Integrin a5b1,GCST90424252
X21909.2,21909-2,P08648|P05556,ITGA5|ITGB1,Integrin a5b1,GCST90424253
X21911.17,21911-17,Q00604,NDP,Norrin,GCST90424254
X21913.5,21913-5,O15391,YY2,Transcription factor YY2,GCST90424255
X21915.2,21915-2,Q5T2D3,OTUD3,OTU domain-containing protein 3,GCST90424256
X21916.82,21916-82,Q96BN8,OTULIN,Ubiquitin thioesterase otulin,GCST90424257
X2192.63,2192-63,Q9Y4X3,CCL27,C-C motif chemokine 27,GCST90424258
X21923.24,21923-24,Q9UBE0|Q9UBT2,SAE1|UBA2,SAE1/SAE2,GCST90424259
X21925.15,21925-15,P01137,TGFB1,Transforming growth factor beta-1,GCST90424260
X21926.24,21926-24,P51668|P0CG47,UBE2D1|UBB,UB2D1/PolyUbiquitin K48,GCST90424261
X21929.53,21929-53,P61077|P0CG47,UBE2D3|UBB,UB2D3/PolyUbiquitin K48,GCST90424262
X21931.16,21931-16,P68036|P0CG47,UBE2L3|UBB,UB2L3/PolyUbiquitin K48,GCST90424263
X21931.27,21931-27,P68036|P0CG47,UBE2L3|UBB,UB2L3/PolyUbiquitin K48,GCST90424264
X21933.7,21933-7,P41226,UBA7,Ubiquitin-like modifier-activating enzyme 7,GCST90424265
X21935.16,21935-16,P62256,UBE2H,Ubiquitin-conjugating enzyme E2 H,GCST90424266
X21939.6,21939-6,Q13564|Q8TBC4,NAE1|UBA3,ULA1/UBA3,GCST90424267
X21940.12,21940-12,O00744,WNT10B,Protein Wnt-10b,GCST90424268
X21942.14,21942-14,Q9UBV4,WNT16,Protein Wnt-16,GCST90424269
X21943.170,21943-170,Q9UBV4,WNT16,Protein Wnt-16,GCST90424270
X21945.4,21945-4,Q9H1J7,WNT5B,Protein Wnt-5b,GCST90424271
X21946.79,21946-79,P05231|P08887,IL6|IL6R,IL-6/IL-6 sRa Complex,GCST90424272
X21949.4,21949-4,Q7Z5R6,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,GCST90424273
X21951.32,21951-32,P27540,ARNT,Aryl hydrocarbon receptor nuclear translocator,GCST90424274
X21955.36,21955-36,P46379,BAG6,Large proline-rich protein BAT3,GCST90424275
X21957.12,21957-12,Q6ZUJ8,PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,GCST90424276
X21958.4,21958-4,Q12979,ABR,Active breakpoint cluster region-related protein,GCST90424277
X21961.14,21961-14,Q9Y5K6,CD2AP,CD2-associated protein,GCST90424278
X21963.48,21963-48,P98082,DAB2,Disabled homolog 2,GCST90424279
X21967.20,21967-20,P28845,HSD11B1,Corticosteroid 11-beta-dehydrogenase isozyme 1,GCST90424280
X21969.5,21969-5,P42658,DPP6,Dipeptidyl aminopeptidase-like protein 6,GCST90424281
X21971.47,21971-47,Q01543,FLI1,Friend leukemia integration 1 transcription factor,GCST90424282
X21976.4,21976-4,Q9Y6K9,IKBKG,I-kappa-B kinase gamma,GCST90424283
X21979.12,21979-12,P23229,ITGA6,Integrin alpha-6,GCST90424284
X21979.8,21979-8,P23229,ITGA6,Integrin alpha-6,GCST90424285
X21981.2,21981-2,P11215,ITGAM,Integrin alpha-M,GCST90424286
X21985.61,21985-61,Q9UKP3,ITGB1BP2,Integrin beta-1-binding protein 2,GCST90424287
X21987.76,21987-76,P06858,LPL,Lipoprotein lipase,GCST90424288
X21989.12,21989-12,Q9Y4K4,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5,GCST90424289
X21991.79,21991-79,Q96SB3,PPP1R9B,Neurabin-2,GCST90424290
X21995.20,21995-20,P29474,NOS3,NOS,GCST90424291
X21996.28,21996-28,Q9Y5A7,NUB1,NEDD8 ultimate buster 1,GCST90424292
X21999.61,21999-61,P80303,NUCB2,Nucleobindin-2,GCST90424293
X22001.23,22001-23,Q9Y2J8,PADI2,Protein-arginine deiminase type-2,GCST90424294
X22003.4,22003-4,Q15165,PON2,Paraoxonase 2,GCST90424295
X22005.8,22005-8,Q9P0J1,PDP1,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",GCST90424296
X22007.1,22007-1,Q9BQ08,RETNLB,Resistin-like beta,GCST90424297
X22009.1,22009-1,O75688,PPM1B,Protein phosphatase 1B,GCST90424298
X2201.17,2201-17,P39060,COL18A1,Endostatin,GCST90424299
X22010.36,22010-36,O75569,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,GCST90424300
X22013.6,22013-6,P50749,RASSF2,Ras association domain-containing protein 2,GCST90424301
X22015.2,22015-2,P19474,TRIM21,E3 ubiquitin-protein ligase TRIM21,GCST90424302
X22019.21,22019-21,Q9UQQ2,SH2B3,SH2B adapter protein 3,GCST90424303
X22023.3,22023-3,Q8N5Z0,AADAT,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",GCST90424304
X22027.13,22027-13,Q9Y6A5,TACC3,Transforming acidic coiled-coil-containing protein 3,GCST90424305
X22033.32,22033-32,P42768,WAS,Wiskott-Aldrich syndrome protein,GCST90424306
X22033.7,22033-7,P42768,WAS,Wiskott-Aldrich syndrome protein,GCST90424307
X22034.61,22034-61,Q05516,ZBTB16,Zinc finger and BTB domain-containing protein 16,GCST90424308
X22037.47,22037-47,Q96C19,EFHD2,EF-hand domain-containing protein D2,GCST90424309
X22041.26,22041-26,Q13163,MAP2K5,Dual specificity mitogen-activated protein kinase kinase 5,GCST90424310
X22043.174,22043-174,P54652,HSPA2,Heat shock-related 70 kDa protein 2,GCST90424311
X22045.8,22045-8,Q6EEV6,SUMO4,Small ubiquitin-related modifier 4,GCST90424312
X22047.46,22047-46,P20908,COL5A1,Collagen alpha-1(V) chain,GCST90424313
X22049.24,22049-24,Q04917,YWHAH,14-3-3 protein eta,GCST90424314
X22050.19,22050-19,Q9BQD3,KXD1,KxDL motif-containing protein 1,GCST90424315
X22055.31,22055-31,Q12778,FOXO1,Forkhead box protein O1A,GCST90424316
X22057.9,22057-9,P30837,ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial",GCST90424317
X22059.56,22059-56,Q9NP74,PALMD,Palmdelphin,GCST90424318
X22063.20,22063-20,Q96L46,CAPNS2,Calpain small subunit 2,GCST90424319
X22065.32,22065-32,Q02556,IRF8,Interferon regulatory factor 8,GCST90424320
X22068.5,22068-5,Q14738,PPP2R5D,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,GCST90424321
X22070.5,22070-5,Q5VV41,ARHGEF16,Rho guanine nucleotide exchange factor 16,GCST90424322
X22071.38,22071-38,Q9H765,ASB8,Ankyrin repeat and SOCS box protein 8,GCST90424323
X22073.47,22073-47,P24539,ATP5PB,"ATP synthase B chain, mitochondrial",GCST90424324
X22074.35,22074-35,Q9NWB1,RBFOX1,Ataxin-2-binding protein 1,GCST90424325
X22075.16,22075-16,P18847,ATF3,Cyclic AMP-dependent transcription factor ATF-3,GCST90424326
X22076.34,22076-34,Q92858,ATOH1,Protein atonal homolog 1,GCST90424327
X22077.46,22077-46,Q9Y6H3,ATP23,Mitochondrial inner membrane protease ATP23 homolog,GCST90424328
X22078.4,22078-4,P17735,TAT,Tyrosine aminotransferase,GCST90424329
X22082.25,22082-25,Q9BXY8,BEX2,Protein BEX2,GCST90424330
X22083.60,22083-60,Q5H9J7,BEX5,Protein BEX5,GCST90424331
X22085.86,22085-86,P35226,BMI1,Polycomb complex protein BMI-1,GCST90424332
X22086.2,22086-2,Q5PSV4,BRMS1L,Breast cancer metastasis-suppressor 1-like protein,GCST90424333
X22088.3,22088-3,P62324,BTG1,Protein BTG1,GCST90424334
X22089.13,22089-13,Q9NY30,BTG4,Protein BTG4,GCST90424335
X22091.14,22091-14,Q9UBR1,UPB1,Beta-ureidopropionase,GCST90424336
X22092.43,22092-43,P49662,CASP4,Caspase-4,GCST90424337
X22094.15,22094-15,Q8N5S3,C2orf73,Uncharacterized protein C2orf73,GCST90424338
X22095.29,22095-29,Q14781,CBX2,Chromobox protein homolog 2,GCST90424339
X22098.10,22098-10,Q8N7R7,CCNYL1,Cyclin-Y-like protein 1,GCST90424340
X22099.1,22099-1,Q96KX1,C4orf36,Uncharacterized protein C4orf36,GCST90424341
X22103.25,22103-25,Q8IZL9,CDK20,Cyclin-dependent kinase 20,GCST90424342
X22104.39,22104-39,P47902,CDX1,Homeobox protein CDX-1,GCST90424343
X2211.9,2211-9,P01033,TIMP1,Metalloproteinase inhibitor 1,GCST90424344
X22112.30,22112-30,Q5HYK3,COQ5,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",GCST90424345
X22113.2,22113-2,Q9Y2Z9,COQ6,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",GCST90424346
X22114.4,22114-4,Q8IYD9,LAS2,Uncharacterized protein C18orf54,GCST90424347
X22115.2,22115-2,O60519,CREBL2,cAMP-responsive element-binding protein-like 2,GCST90424348
X22116.9,22116-9,Q03060,CREM,cAMP-responsive element modulator,GCST90424349
X22118.7,22118-7,Q9Y5P2,CSAG2,Chondrosarcoma-associated gene 2/3 protein,GCST90424350
X22119.18,22119-18,Q99627,COPS8,COP9 signalosome complex subunit 8,GCST90424351
X2212.69,2212-69,P00750,PLAT,Tissue-type plasminogen activator,GCST90424352
X22120.4,22120-4,Q8TEB1,DCAF11,DDB1- and CUL4-associated factor 11,GCST90424353
X22121.43,22121-43,Q5T6F0,DCAF12,DDB1- and CUL4-associated factor 12,GCST90424354
X22123.15,22123-15,Q07687,DLX2,Homeobox protein DLX-2,GCST90424355
X22124.94,22124-94,A2CJ06,DYTN,Dystrotelin,GCST90424356
X22125.9,22125-9,Q15329,E2F5,E2F5,GCST90424357
X22128.8,22128-8,P28324,ELK4,ETS domain-containing protein Elk-4,GCST90424358
X22129.55,22129-55,Q9HB65,ELL3,RNA polymerase II elongation factor ELL3,GCST90424359
X22134.1,22134-1,P43268,ETV4,ETS translocation variant 4,GCST90424360
X22136.9,22136-9,Q9Y2C4,EXOG,"Nuclease EXOG, mitochondrial",GCST90424361
X22137.3,22137-3,Q5T8I3,FAM102B,Protein FAM102B,GCST90424362
X22140.6,22140-6,Q9H8W3,FAM204A,Protein FAM204A,GCST90424363
X22141.59,22141-59,P16118,PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",GCST90424364
X22142.4,22142-4,Q8N7N1,FAM86B1,Putative protein N-methyltransferase FAM86B1,GCST90424365
X22143.6,22143-6,Q9NVF7,FBXO28,F-box only protein 28,GCST90424366
X22144.65,22144-65,Q5FWF7,FBXO48,F-box only protein 48,GCST90424367
X22146.20,22146-20,P15408,FOSL2,Fos-related antigen 2,GCST90424368
X22147.19,22147-19,P98177,FOXO4,Forkhead box protein O4,GCST90424369
X22148.135,22148-135,Q9BZS1,FOXP3,Forkhead box protein P3,GCST90424370
X22149.2,22149-2,Q8IVP5,FUNDC1,FUN14 domain-containing protein 1,GCST90424371
X22150.2,22150-2,Q06547,GABPB1,GA-binding protein subunit beta-1,GCST90424372
X22151.48,22151-48,O15499,GSC2,Homeobox protein goosecoid-2,GCST90424373
X22152.162,22152-162,Q9HCQ5,GALNT9,Polypeptide N-acetylgalactosaminyltransferase 9,GCST90424374
X22154.37,22154-37,Q8WUU5,GATAD1,GATA zinc finger domain-containing protein 1,GCST90424375
X22155.44,22155-44,Q9H840,GEMIN7,Gem-associated protein 7,GCST90424376
X22363.31,22363-31,Q9BUB4,ADAT1,tRNA-specific adenosine deaminase 1,GCST90424377
X22365.52,22365-52,Q9Y2D1,ATF5,Cyclic AMP-dependent transcription factor ATF-5,GCST90424378
X22367.17,22367-17,Q9H6J7,C11orf49,UPF0705 protein C11orf49,GCST90424379
X22369.12,22369-12,Q8IXT2,DMRTC2,Doublesex- and mab-3-related transcription factor C2,GCST90424380
X22371.46,22371-46,Q9BQ89,FAM110A,Protein FAM110A,GCST90424381
X22374.56,22374-56,Q9Y5J3,HEY1,Hairy/enhancer-of-split related with YRPW motif protein 1,GCST90424382
X22375.15,22375-15,P31270,HOXA11,Homeobox protein Hox-A11,GCST90424383
X22376.95,22376-95,P20719,HOXA5,Homeobox protein Hox-A5,GCST90424384
X22377.27,22377-27,Q9BTL4,IER2,Immediate early response gene 2 protein,GCST90424385
X22378.2,22378-2,O76011,KRT34,Keratin 34,GCST90424386
X22381.1,22381-1,Q53H82,LACTB2,Endoribonuclease LACTB2,GCST90424387
X22383.21,22383-21,O75030,MITF,MITF,GCST90424388
X22385.2,22385-2,Q2TAK8,PWWP3A,PWWP domain-containing protein MUM1,GCST90424389
X22386.11,22386-11,P32242,OTX1,Homeobox protein OTX1,GCST90424390
X22387.26,22387-26,O75364,PITX3,Pituitary homeobox 3,GCST90424391
X22391.34,22391-34,Q9HAJ7,SAP30L,Histone deacetylase complex subunit SAP30L,GCST90424392
X22392.5,22392-5,Q9UJW9,SERTAD3,SERTA domain-containing protein 3,GCST90424393
X22393.130,22393-130,Q9P031,CCDC59,Thyroid transcription factor 1-associated protein 26,GCST90424394
X22394.8,22394-8,O43680,TCF21,Transcription factor 21,GCST90424395
X22395.7,22395-7,P26651,ZFP36,Tristetraproline,GCST90424396
X22397.2,22397-2,P17861,XBP1,X-box-binding protein 1,GCST90424397
X22398.5,22398-5,O43423,ANP32C,Acidic leucine-rich nuclear phosphoprotein 32 family member C,GCST90424398
X22401.26,22401-26,Q9UMX6,GUCA1B,Guanylyl cyclase-activating protein 2,GCST90424399
X22402.12,22402-12,Q96QV6,H2AC1,Histone H2A type 1-A,GCST90424400
X22403.13,22403-13,O60814,H2BC12,Histone H2B type 1-K,GCST90424401
X22404.4,22404-4,Q92551,IP6K1,Inositol hexakisphosphate kinase 1,GCST90424402
X22405.61,22405-61,Q16822,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",GCST90424403
X22414.127,22414-127,Q9UKI8,TLK1,Serine/threonine-protein kinase tousled-like 1,GCST90424404
X22417.10,22417-10,Q9ULV8,CBLC,E3 ubiquitin-protein ligase CBL-C,GCST90424405
X22421.79,22421-79,Q96FA3,PELI1,E3 ubiquitin-protein ligase pellino homolog 1,GCST90424406
X22429.13,22429-13,O60341,KDM1A,Lysine-specific histone demethylase 1A,GCST90424407
X22430.15,22430-15,P15882,CHN1,N-chimaerin,GCST90424408
X22431.164,22431-164,Q8NEF9,SRFBP1,Serum response factor-binding protein 1,GCST90424409
X22432.83,22432-83,Q96SB4,SRPK1,Serine/threonine-protein kinase SRPK1,GCST90424410
X22445.2,22445-2,Q9NP86,CABP5,Calcium-binding protein 5,GCST90424411
X22465.43,22465-43,Q14469,HES1,Transcription factor HES-1,GCST90424412
X22466.27,22466-27,Q5TA89,HES5,Transcription factor HES-5,GCST90424413
X22467.94,22467-94,Q9XRX5,HHLA3,HERV-H LTR-associating protein 3,GCST90424414
X22468.54,22468-54,P0C0S8,H2AC11,Histone H2A type 1,GCST90424415
X22469.103,22469-103,A2RU54,HMX2,Homeobox protein HMX2,GCST90424416
